model,family,arm,checkpoint,step,layer,module,source_rank_k,mask_density_alpha,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,null_update_count_mean,delta_singular_values_used,z_tpnt,spectrum_null_seeds
llama,llama3_2_3b,sft,320,320,14,self_attn.o_proj,50,0.01,0.8219335866478921,0.8277918627742344,0.0031458233296741,8028646.0,3072,-1.8622393924929157,10
llama,llama3_2_3b,sft,320,320,14,self_attn.o_proj,50,0.1,0.9449004253357732,0.9457213987125548,0.0011313574832998,8028646.0,3072,-0.7256533756131718,10
llama,llama3_2_3b,sft,320,320,14,self_attn.q_proj,16,0.01,0.7050139858447427,0.6996998382368436,0.0062748521533519,7482811.9,3072,0.8468960667161541,10
llama,llama3_2_3b,sft,320,320,14,self_attn.q_proj,16,0.1,0.877350662465925,0.874662336150581,0.0020909202391602,7482811.9,3072,1.285714426114894,10
llama,llama3_2_3b,sft,320,320,14,self_attn.q_proj,32,0.01,0.6146921477099014,0.6163386449695154,0.006692085656594,7482811.9,3072,-0.2460364890864174,10
llama,llama3_2_3b,sft,320,320,14,self_attn.q_proj,32,0.1,0.8468155744388752,0.8456187977813064,0.0017557650379234,7482811.9,3072,0.6816268872651838,10
llama,llama3_2_3b,sft,320,320,14,self_attn.q_proj,50,0.01,0.5404977740737031,0.5464951965405935,0.006415120158595,7482811.9,3072,-0.9348885630544288,10
llama,llama3_2_3b,sft,320,320,14,self_attn.q_proj,50,0.1,0.8217442793606909,0.8214969179105338,0.0018843839491554,7482811.9,3072,0.1312691345455366,10
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,16,0.01,0.8107286609879525,0.8831986566123777,0.0049723329373558,2677199.9,1024,-14.574646657301823,10
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,16,0.1,0.9372870109853044,0.96500624632462,0.0019114318690139,2677199.9,1024,-14.501817087320608,10
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,32,0.01,0.769911375053686,0.8386187517452408,0.0050007523791623,2677199.9,1024,-13.739407889471051,10
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,32,0.1,0.9242630507449244,0.9531257108495949,0.0021417973700075,2677199.9,1024,-13.475906035204948,10
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,50,0.01,0.7364337111773244,0.8047324715941265,0.0047234389503548,2677199.9,1024,-14.45954126530436,10
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,50,0.1,0.913347339387619,0.94058150197389,0.0021532353814582,2677199.9,1024,-12.648019264770989,10
qwen,qwen3_4b,offkd,20,20,18,mlp.down_proj,16,0.01,0.6915728159522107,0.668713415461069,0.007450595110606,6940174.5,2560,3.068130820664367,10
qwen,qwen3_4b,offkd,20,20,18,mlp.down_proj,16,0.1,0.925292465092876,0.9159648433159824,0.0037985711714484,6940174.5,2560,2.4555606189515986,10
qwen,qwen3_4b,offkd,20,20,18,mlp.down_proj,32,0.01,0.6056992633812651,0.5887136597636902,0.0061857470409144,6940174.5,2560,2.745925998141692,10
qwen,qwen3_4b,offkd,20,20,18,mlp.down_proj,32,0.1,0.8696535144730038,0.8657643928115405,0.0033935148192667,6940174.5,2560,1.14604528596214,10
qwen,qwen3_4b,offkd,20,20,18,mlp.down_proj,50,0.01,0.5423004296472468,0.5289387143024201,0.0048788074671714,6940174.5,2560,2.738725689573769,10
qwen,qwen3_4b,offkd,20,20,18,mlp.down_proj,50,0.1,0.8286119613680518,0.822922983342836,0.0026355016535274,6940174.5,2560,2.1585939882077216,10
qwen,qwen3_4b,offkd,20,20,18,mlp.gate_proj,16,0.01,0.8093155856917894,0.7401935875729475,0.0149293200025825,11444153.5,2560,4.62994952930776,10
qwen,qwen3_4b,offkd,20,20,18,mlp.gate_proj,16,0.1,0.9325482719558238,0.923505332215967,0.0043884032681385,11444153.5,2560,2.060644655315073,10
qwen,qwen3_4b,offkd,20,20,18,mlp.gate_proj,32,0.01,0.6906838381091599,0.6424778656669712,0.0119751344844367,11444153.5,2560,4.025505726456642,10
qwen,qwen3_4b,offkd,20,20,18,mlp.gate_proj,32,0.1,0.8858487671140394,0.8797808483304355,0.0038331357859932,11444153.5,2560,1.5830169141873096,10
qwen,qwen3_4b,offkd,20,20,18,mlp.gate_proj,50,0.01,0.6087261247988962,0.5724111484476416,0.0093206573186388,11444153.5,2560,3.89618190110198,10
qwen,qwen3_4b,offkd,20,20,18,mlp.gate_proj,50,0.1,0.8462910536292421,0.8407378016578718,0.0032919464956439,11444153.5,2560,1.6869204826744515,10
qwen,qwen3_4b,offkd,20,20,18,mlp.up_proj,16,0.01,0.919639521205256,0.8933163563108593,0.0060907482747405,11283283.0,2560,4.321827747103546,10
qwen,qwen3_4b,offkd,20,20,18,mlp.up_proj,16,0.1,1.0064822156570077,0.9947569029815516,0.0037889241968273,11283283.0,2560,3.094628466115525,10
qwen,qwen3_4b,offkd,20,20,18,mlp.up_proj,32,0.01,0.8305727888959378,0.8135709426749264,0.0054404390498646,11283283.0,2560,3.1250871602787957,10
qwen,qwen3_4b,offkd,20,20,18,mlp.up_proj,32,0.1,0.9642839018949564,0.9560348201954484,0.0029256602163353,11283283.0,2560,2.8195624541254376,10
qwen,qwen3_4b,offkd,20,20,18,mlp.up_proj,50,0.01,0.760729747786769,0.7485765697253286,0.0062990920667326,11283283.0,2560,1.9293539342955437,10
qwen,qwen3_4b,offkd,20,20,18,mlp.up_proj,50,0.1,0.9257007382723316,0.9194223443100926,0.0026116024250921,11283283.0,2560,2.404038953983438,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.k_proj,16,0.01,0.3347457469242715,0.300652392290729,0.0069508289782447,1257967.4,1024,4.904933604358662,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.k_proj,16,0.1,0.7038754514031667,0.6732460457612301,0.0038186161498729,1257967.4,1024,8.021074766301384,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.k_proj,32,0.01,0.2000657504726186,0.1815093804751961,0.0055621957012594,1257967.4,1024,3.336159134641856,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.k_proj,32,0.1,0.6069627030041975,0.5836238129456497,0.0029779620158791,1257967.4,1024,7.837202064398278,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.k_proj,50,0.01,0.1406241559081043,0.123427645156062,0.0034627165119864,1257967.4,1024,4.966190761650602,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.k_proj,50,0.1,0.5300562243763817,0.5133681927366723,0.0034115519954131,1257967.4,1024,4.891624592603695,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.o_proj,16,0.01,0.5727460202871807,0.5867730123905601,0.0091287621167598,4346818.7,2560,-1.536571106133521,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.o_proj,16,0.1,0.8430331642973755,0.8496581628296431,0.0033717563995314,4346818.7,2560,-1.9648508810387897,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.o_proj,32,0.01,0.4736533921300056,0.4823498024312972,0.0074804798637348,4346818.7,2560,-1.1625471172580122,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.o_proj,32,0.1,0.7854912846178371,0.7941634689407816,0.0028630719677362,4346818.7,2560,-3.02897881040735,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.o_proj,50,0.01,0.4073339523397071,0.4188568908229122,0.0058879379487173,4346818.7,2560,-1.9570414266535163,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.o_proj,50,0.1,0.7355465354109911,0.7450376565269694,0.0022470321754975,4346818.7,2560,-4.223847446188242,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.q_proj,16,0.01,0.3751800639008642,0.3584106835260415,0.0092532004708148,4741878.3,2560,1.8122789436708195,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.q_proj,16,0.1,0.8099052398861283,0.8155494631174027,0.0030201470798812,4741878.3,2560,-1.868857072847032,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.q_proj,32,0.01,0.3051369662962036,0.290882326323897,0.0069064659107358,4741878.3,2560,2.063955741843059,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.q_proj,32,0.1,0.7463962376214144,0.744283525084388,0.0029344054439378,4741878.3,2560,0.7199797633251513,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.q_proj,50,0.01,0.2561563821910055,0.2410193720901484,0.0065425243470809,4741878.3,2560,2.3136345083088248,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.q_proj,50,0.1,0.6892663771368455,0.6875916659024834,0.0026811430712373,4741878.3,2560,0.6246258367663793,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.v_proj,16,0.01,0.5589197678803324,0.5357354391502466,0.0188160759952994,1138764.3,1024,1.2321553514068315,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.v_proj,16,0.1,0.8837623840291206,0.8695927747729826,0.0097170970846272,1138764.3,1024,1.4582142313422797,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.v_proj,32,0.01,0.4367590131127744,0.4234980889845669,0.0154381711569679,1138764.3,1024,0.8589698866126517,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.v_proj,32,0.1,0.8139167800563487,0.7968065702218542,0.0084059800982507,1138764.3,1024,2.035480650026171,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.v_proj,50,0.01,0.358063695434797,0.3479707466068075,0.0132515714391817,1138764.3,1024,0.7616416569394204,10
qwen,qwen3_4b,offkd,20,20,18,self_attn.v_proj,50,0.1,0.7415364934816565,0.7289542443612292,0.0075867162708114,1138764.3,1024,1.6584578454363963,10
qwen,qwen3_4b,offkd,160,160,18,mlp.down_proj,16,0.01,0.8043447919359128,0.8033970304203525,0.0071085010218996,14767928.1,2560,0.1333279003042241,10
qwen,qwen3_4b,offkd,160,160,18,mlp.down_proj,16,0.1,0.9531226295828066,0.9553617753533816,0.0023483651757851,14767928.1,2560,-0.9534913026575544,10
qwen,qwen3_4b,offkd,160,160,18,mlp.down_proj,32,0.01,0.7453222141131818,0.7507106552821489,0.0057794996330041,14767928.1,2560,-0.9323369687915772,10
qwen,qwen3_4b,offkd,160,160,18,mlp.down_proj,32,0.1,0.9218947643750818,0.9268152216723332,0.0020926802834301,14767928.1,2560,-2.3512704430828832,10
qwen,qwen3_4b,offkd,160,160,18,mlp.down_proj,50,0.01,0.7012470936615347,0.7081749452790373,0.0051225195077159,14767928.1,2560,-1.3524304996920666,10
qwen,qwen3_4b,offkd,160,160,18,mlp.down_proj,50,0.1,0.894248572300449,0.9017167791891372,0.0016364684421302,14767928.1,2560,-4.5636119196814615,10
qwen,qwen3_4b,offkd,160,160,18,mlp.gate_proj,16,0.01,0.941555094606778,0.894908686325069,0.0109958370408284,19036049.9,2560,4.242188030661719,10
qwen,qwen3_4b,offkd,160,160,18,mlp.gate_proj,16,0.1,0.9779398567958352,0.969352494457544,0.0029761834753369,19036049.9,2560,2.885360532861315,10
qwen,qwen3_4b,offkd,160,160,18,mlp.gate_proj,32,0.01,0.8914397746181347,0.8473080021841802,0.0117936041464083,19036049.9,2560,3.7420089640192487,10
qwen,qwen3_4b,offkd,160,160,18,mlp.gate_proj,32,0.1,0.95944616482556,0.9512257378894016,0.0030045257544053,19036049.9,2560,2.7360148017054056,10
qwen,qwen3_4b,offkd,160,160,18,mlp.gate_proj,50,0.01,0.8503804180806767,0.8107730455874191,0.0108374438124155,19036049.9,2560,3.6546784628200535,10
qwen,qwen3_4b,offkd,160,160,18,mlp.gate_proj,50,0.1,0.941391485955955,0.9348554866215684,0.0029021680760236,19036049.9,2560,2.252109169136058,10
qwen,qwen3_4b,offkd,160,160,18,mlp.up_proj,16,0.01,0.9678636671523052,0.947182660355816,0.0040580367300664,17869824.0,2560,5.096308429951266,10
qwen,qwen3_4b,offkd,160,160,18,mlp.up_proj,16,0.1,1.0120416933434386,0.9974066318928632,0.0016900765582858,17869824.0,2560,8.659407397153162,10
qwen,qwen3_4b,offkd,160,160,18,mlp.up_proj,32,0.01,0.9246034536261264,0.9073915936433672,0.0046822632960094,17869824.0,2560,3.6759701227029615,10
qwen,qwen3_4b,offkd,160,160,18,mlp.up_proj,32,0.1,0.99152351823645,0.9790308887459168,0.0016797409697928,17869824.0,2560,7.437235690020353,10
qwen,qwen3_4b,offkd,160,160,18,mlp.up_proj,50,0.01,0.8868086509802209,0.8725751067403676,0.0043573935535973,17869824.0,2560,3.2665271256258848,10
qwen,qwen3_4b,offkd,160,160,18,mlp.up_proj,50,0.1,0.9705519880762477,0.9612473440181336,0.0015870158852127,17869824.0,2560,5.862981048149137,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.k_proj,16,0.01,0.5007887673105869,0.5195113532416223,0.013191949215563,1845361.4,1024,-1.4192433297838758,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.k_proj,16,0.1,0.7942935885893838,0.803279614139319,0.0083179809299695,1845361.4,1024,-1.0803133146841768,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.k_proj,32,0.01,0.3986781693493733,0.4108845392886374,0.0165218871177799,1845361.4,1024,-0.7387999840604307,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.k_proj,32,0.1,0.7387542145492418,0.7466359627291126,0.0084984894822084,1845361.4,1024,-0.9274293033333908,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.k_proj,50,0.01,0.3449473630748071,0.3526051405978166,0.0143029715070503,1845361.4,1024,-0.5353976632921865,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.k_proj,50,0.1,0.6944352504015958,0.7043814226721985,0.0081478848509727,1845361.4,1024,-1.2207060424295508,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.o_proj,16,0.01,0.7232192969028798,0.7333038450740207,0.0119634886617058,7075381.8,2560,-0.84294376467466,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.o_proj,16,0.1,0.909893143822728,0.9137656789963172,0.0033777052163128,7075381.8,2560,-1.1464988581261124,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.o_proj,32,0.01,0.6503183550015902,0.6611127079019258,0.0105322079436864,7075381.8,2560,-1.0248898386787282,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.o_proj,32,0.1,0.8762499635422062,0.8807400987319142,0.0031253175766424,7075381.8,2560,-1.4366972570294014,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.o_proj,50,0.01,0.6015117922032692,0.6142620477347357,0.0107887413476878,7075381.8,2560,-1.1818112160227978,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.o_proj,50,0.1,0.8455162229639417,0.8506989378063057,0.0033387694902782,7075381.8,2560,-1.5522829166418723,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.q_proj,16,0.01,0.5143600022053145,0.5157272465247841,0.0072721037764415,7227053.5,2560,-0.1880122123530244,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.q_proj,16,0.1,0.8736451551541023,0.8834002310315912,0.0017444540847119,7227053.5,2560,-5.592050810038636,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.q_proj,32,0.01,0.4555615195683926,0.4571411152341705,0.007399004275753,7227053.5,2560,-0.2134876000753627,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.q_proj,32,0.1,0.8348740537611109,0.8426836387029925,0.0018394024029003,7227053.5,2560,-4.245718571187887,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.q_proj,50,0.01,0.4098997668884267,0.4130293035605531,0.0075588130540371,7227053.5,2560,-0.4140248805935101,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.q_proj,50,0.1,0.8016617956387299,0.8094071037816327,0.0017497105928471,7227053.5,2560,-4.426622422339825,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.v_proj,16,0.01,0.6634605619934301,0.6822926006781758,0.008376606292885,1617327.9,1024,-2.24817044352929,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.v_proj,16,0.1,0.915899976784641,0.9180955805162356,0.0040057588311267,1617327.9,1024,-0.5481118120575876,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.v_proj,32,0.01,0.5728238731965134,0.5936948278488406,0.0100284709650405,1617327.9,1024,-2.081170172909081,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.v_proj,32,0.1,0.8667724608598587,0.8671785378345837,0.0039884913257816,1617327.9,1024,-0.1018121744680905,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.v_proj,50,0.01,0.5143711595092386,0.5331229804247386,0.0103120297422925,1617327.9,1024,-1.8184413140890725,10
qwen,qwen3_4b,offkd,160,160,18,self_attn.v_proj,50,0.1,0.8179057202008606,0.8202357409396445,0.0034562412281693,1617327.9,1024,-0.6741487601598923,10
qwen,qwen3_4b,offkd,320,320,18,mlp.down_proj,16,0.01,0.8517594209787646,0.85679931622805,0.0079860360531034,17466616.2,2560,-0.6310884668905071,10
qwen,qwen3_4b,offkd,320,320,18,mlp.down_proj,16,0.1,0.9644157698766238,0.9684609794166424,0.0020680464796005,17466616.2,2560,-1.9560534929562348,10
qwen,qwen3_4b,offkd,320,320,18,mlp.down_proj,32,0.01,0.8077274306205995,0.8171795981216141,0.0068102572302597,17466616.2,2560,-1.3879310547942507,10
qwen,qwen3_4b,offkd,320,320,18,mlp.down_proj,32,0.1,0.9427778214949112,0.9481311222035184,0.0018112346085602,17466616.2,2560,-2.955608667870178,10
qwen,qwen3_4b,offkd,320,320,18,mlp.down_proj,50,0.01,0.7760652819220086,0.7856715164821267,0.0063392650493251,17466616.2,2560,-1.515354616879574,10
qwen,qwen3_4b,offkd,320,320,18,mlp.down_proj,50,0.1,0.9237009550628844,0.9301219761779512,0.0016802135626668,17466616.2,2560,-3.821550580079387,10
qwen,qwen3_4b,offkd,320,320,18,mlp.gate_proj,16,0.01,0.9544648167325565,0.9160529626799578,0.0065422178044297,20360708.6,2560,5.871381112776415,10
qwen,qwen3_4b,offkd,320,320,18,mlp.gate_proj,16,0.1,0.9844053711926356,0.975855287280916,0.001225598429266,20360708.6,2560,6.976252341347817,10
qwen,qwen3_4b,offkd,320,320,18,mlp.gate_proj,32,0.01,0.9145316677969584,0.8778361598604955,0.0056567972681469,20360708.6,2560,6.486975968379327,10
qwen,qwen3_4b,offkd,320,320,18,mlp.gate_proj,32,0.1,0.9703492067276304,0.9618499563255004,0.0015206329452179,20360708.6,2560,5.589284665216521,10
qwen,qwen3_4b,offkd,320,320,18,mlp.gate_proj,50,0.01,0.8836323655553144,0.8493547277014196,0.005422493452948,20360708.6,2560,6.321379297426194,10
qwen,qwen3_4b,offkd,320,320,18,mlp.gate_proj,50,0.1,0.9566861183504812,0.9494154395406956,0.0013690467755845,20360708.6,2560,5.310759967774938,10
qwen,qwen3_4b,offkd,320,320,18,mlp.up_proj,16,0.01,0.9829897422819004,0.9615994849488304,0.0020585202678631,19506722.3,2560,10.391084152537662,10
qwen,qwen3_4b,offkd,320,320,18,mlp.up_proj,16,0.1,1.0114202770130778,0.998961339929238,0.0011681671818707,19506722.3,2560,10.665371598513474,10
qwen,qwen3_4b,offkd,320,320,18,mlp.up_proj,32,0.01,0.950990065632968,0.9314349940758012,0.0024476657531593,19506722.3,2560,7.9892736710171794,10
qwen,qwen3_4b,offkd,320,320,18,mlp.up_proj,32,0.1,0.996200931732808,0.9850770109617046,0.0012990818191833,19506722.3,2560,8.562910054500309,10
qwen,qwen3_4b,offkd,320,320,18,mlp.up_proj,50,0.01,0.9222693425347788,0.9054587017431046,0.0024192806853004,19506722.3,2560,6.948611169351265,10
qwen,qwen3_4b,offkd,320,320,18,mlp.up_proj,50,0.1,0.9805284565329668,0.9715921218956516,0.0012341580546038,19506722.3,2560,7.24083483795223,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.k_proj,16,0.01,0.5858473991360876,0.6119841002466164,0.0073717946572007,2029479.6,1024,-3.545500427768752,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.k_proj,16,0.1,0.8366416776668077,0.8494417782928491,0.0031902453185951,2029479.6,1024,-4.012262176652277,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.k_proj,32,0.01,0.5038556621257994,0.517569236616956,0.0074527722806531,2029479.6,1024,-1.840063532701264,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.k_proj,32,0.1,0.7961196483275634,0.806661810824087,0.0039805028002932,2029479.6,1024,-2.6484499635942607,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.k_proj,50,0.01,0.4561350764296534,0.4666341046695096,0.0070549756573572,2029479.6,1024,-1.488173560018934,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.k_proj,50,0.1,0.7619635874573485,0.7741020141314486,0.0036434787796571,2029479.6,1024,-3.3315486127910225,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.o_proj,16,0.01,0.77053944724643,0.7790241252514268,0.0057352356648445,7797993.4,2560,-1.4793948323702997,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.o_proj,16,0.1,0.9277871456680642,0.9317581972323524,0.0017354907718903,7797993.4,2560,-2.288143289844743,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.o_proj,32,0.01,0.7103101348070364,0.7197449148400002,0.0056365754695979,7797993.4,2560,-1.6738496776725986,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.o_proj,32,0.1,0.9016402559412816,0.9056128826524186,0.0013408447711118,7797993.4,2560,-2.9627789858500355,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.o_proj,50,0.01,0.6718213150046669,0.6804182754648781,0.0050453592656739,7797993.4,2560,-1.7039342507679172,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.o_proj,50,0.1,0.8782196680171431,0.8818882159882004,0.0014173541569853,7797993.4,2560,-2.5883072011163244,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.q_proj,16,0.01,0.5978711528868254,0.5918513239673769,0.0054960167454445,7966523.3,2560,1.0953076015348868,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.q_proj,16,0.1,0.899846726416412,0.9066280217677282,0.0013163592449436,7966523.3,2560,-5.15155370949415,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.q_proj,32,0.01,0.5460239692840696,0.5404751648384021,0.0042707074985928,7966523.3,2560,1.2992705418237511,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.q_proj,32,0.1,0.8696153053571234,0.8757070481716948,0.0013400224537046,7966523.3,2560,-4.546000552251866,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.q_proj,50,0.01,0.5048731980403278,0.502188089030881,0.0040654703564978,7966523.3,2560,0.660466999877449,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.q_proj,50,0.1,0.8439742342214009,0.8502865631949676,0.0016893436355465,7966523.3,2560,-3.736557110551689,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.v_proj,16,0.01,0.7092850320602903,0.7325271464970318,0.0141051861914188,1779436.5,1024,-1.6477708355867864,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.v_proj,16,0.1,0.9246471929852657,0.932249972270258,0.0062188532851191,1779436.5,1024,-1.2225371682565336,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.v_proj,32,0.01,0.6263006278094048,0.6552040399859387,0.015427339792626,1779436.5,1024,-1.8735188674815608,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.v_proj,32,0.1,0.8830298053013129,0.8904539962868843,0.0051288414755791,1779436.5,1024,-1.4475376205175163,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.v_proj,50,0.01,0.576315535242021,0.6040190334363883,0.012713346982619,1779436.5,1024,-2.1790877124837382,10
qwen,qwen3_4b,offkd,320,320,18,self_attn.v_proj,50,0.1,0.8443977517345821,0.8511935822810113,0.0045772372531038,1779436.5,1024,-1.484701397512406,10
qwen,qwen3_4b,opd,20,20,18,mlp.down_proj,16,0.01,0.6889346880214475,0.7004199728585951,0.0122897335051473,8047408.6,2560,-0.9345430340159274,10
qwen,qwen3_4b,opd,20,20,18,mlp.down_proj,16,0.1,0.9167790014188888,0.9251133001543068,0.0049236761990977,8047408.6,2560,-1.6926983819418109,10
qwen,qwen3_4b,opd,20,20,18,mlp.down_proj,32,0.01,0.6089614698769814,0.6216889633930378,0.0097076727048539,8047408.6,2560,-1.311075672101357,10
qwen,qwen3_4b,opd,20,20,18,mlp.down_proj,32,0.1,0.8688108082131469,0.87809750208599,0.0044625844123497,8047408.6,2560,-2.0810124839640176,10
qwen,qwen3_4b,opd,20,20,18,mlp.down_proj,50,0.01,0.5513176479974345,0.5617806483994057,0.0079592615804168,8047408.6,2560,-1.3145692343765278,10
qwen,qwen3_4b,opd,20,20,18,mlp.down_proj,50,0.1,0.8290705187171461,0.8374494875795456,0.004229562118297,8047408.6,2560,-1.9810487771658756,10
qwen,qwen3_4b,opd,20,20,18,mlp.gate_proj,16,0.01,0.7326772222405097,0.728467644235409,0.0174616294076308,10552827.7,2560,0.2410758988654907,10
qwen,qwen3_4b,opd,20,20,18,mlp.gate_proj,16,0.1,0.9014305179424718,0.918661561871535,0.0025769343154583,10552827.7,2560,-6.686644601571294,10
qwen,qwen3_4b,opd,20,20,18,mlp.gate_proj,32,0.01,0.6271359235532952,0.6239384044374303,0.013703815331878,10552827.7,2560,0.2333305753490954,10
qwen,qwen3_4b,opd,20,20,18,mlp.gate_proj,32,0.1,0.8578858447555032,0.8727033250299858,0.0028415360351214,10552827.7,2560,-5.214602275437632,10
qwen,qwen3_4b,opd,20,20,18,mlp.gate_proj,50,0.01,0.54980623407487,0.5511728076257164,0.0102795831206419,10552827.7,2560,-0.1329405613834976,10
qwen,qwen3_4b,opd,20,20,18,mlp.gate_proj,50,0.1,0.8156683212381297,0.8308772894812291,0.0025229486795829,10552827.7,2560,-6.028251135735987,10
qwen,qwen3_4b,opd,20,20,18,mlp.up_proj,16,0.01,0.8787483340923558,0.8939083342275405,0.0101215991344303,11359049.1,2560,-1.497787052602727,10
qwen,qwen3_4b,opd,20,20,18,mlp.up_proj,16,0.1,0.9795070805307547,0.9946742609497028,0.0041960861186651,11359049.1,2560,-3.614601795583004,10
qwen,qwen3_4b,opd,20,20,18,mlp.up_proj,32,0.01,0.7945087186206051,0.8139887074651673,0.0077906298610849,11359049.1,2560,-2.500438243365509,10
qwen,qwen3_4b,opd,20,20,18,mlp.up_proj,32,0.1,0.941384280280454,0.95584989343022,0.0029115662690937,11359049.1,2560,-4.968326945987124,10
qwen,qwen3_4b,opd,20,20,18,mlp.up_proj,50,0.01,0.7316648549415413,0.7490253413167908,0.0072023595532152,11359049.1,2560,-2.410388740936903,10
qwen,qwen3_4b,opd,20,20,18,mlp.up_proj,50,0.1,0.9056419720325328,0.9196592415168888,0.002673651233569,11359049.1,2560,-5.242744195040207,10
qwen,qwen3_4b,opd,20,20,18,self_attn.k_proj,16,0.01,0.3195449767047784,0.281521460730734,0.0103535974715181,1166397.8,1024,3.672493167581967,10
qwen,qwen3_4b,opd,20,20,18,self_attn.k_proj,16,0.1,0.6895592925383921,0.6572666134716925,0.0084998818050888,1166397.8,1024,3.799191542565484,10
qwen,qwen3_4b,opd,20,20,18,self_attn.k_proj,32,0.01,0.1833239092267326,0.1646446898391272,0.0056665661698709,1166397.8,1024,3.2963912937119857,10
qwen,qwen3_4b,opd,20,20,18,self_attn.k_proj,32,0.1,0.5886186534932759,0.5641424992016889,0.0060426545194252,1166397.8,1024,4.050563243836575,10
qwen,qwen3_4b,opd,20,20,18,self_attn.k_proj,50,0.01,0.1240287117926315,0.107948782146519,0.0040711217531726,1166397.8,1024,3.949754053310077,10
qwen,qwen3_4b,opd,20,20,18,self_attn.k_proj,50,0.1,0.5112203046112715,0.4907561817903286,0.0057597850978698,1166397.8,1024,3.55293165859802,10
qwen,qwen3_4b,opd,20,20,18,self_attn.o_proj,16,0.01,0.6024840698617121,0.6062682499936971,0.0075669225394357,4740679.4,2560,-0.5000950006113298,10
