model,layer,arm,checkpoint,source_rank_k,mask_density_alpha,mean_overlap_lift,mean_pabs_joint_cos,mean_nss_l1_top32,headline_mean_overlap_lift,headline_mean_pabs_joint_cos,headline_mean_nss_l1_top32,overlap_lift_minus_headline,pabs_cos_minus_headline,nss_l1_minus_headline,overlap_rank_desc
qwen,9,opd,160,32,0.1,0.864264370950276,0.9997270002434266,5.833571016124443e-05,0.8744213440830348,0.9997569312859061,5.2369065702344884e-05,-0.010156973132758873,-2.9931042479502956e-05,5.9666444588995455e-06,3.0
qwen,9,seqkd,160,32,0.1,0.8680804993322928,0.9997197782305586,4.995118430472769e-05,0.8830918612645899,0.9997524674734338,5.28176793509546e-05,-0.01501136193229713,-3.26892428752501e-05,-2.866495046226908e-06,2.0
qwen,9,sft,160,32,0.1,0.8492209507301508,0.9997287648138556,4.904415751743171e-05,0.8643866842732215,0.9997580731910285,4.86540674696575e-05,-0.015165733543070714,-2.9308377172854172e-05,3.9009004777421086e-07,4.0
qwen,9,offkd,160,50,0.01,0.5831848660353073,0.9997227107938098,5.911966092738508e-05,0.6155951777711677,0.9997518566951198,5.355365752374362e-05,-0.0324103117358604,-2.9145901309979294e-05,5.5660034036414575e-06,1.0
qwen,9,opd,160,50,0.01,0.5621506788237965,0.9997270002434266,5.833571016124443e-05,0.5918640235340696,0.9997569312859061,5.2369065702344884e-05,-0.029713344710273093,-2.9931042479502956e-05,5.9666444588995455e-06,3.0
qwen,9,seqkd,160,50,0.01,0.5713895476097869,0.9997197782305586,4.995118430472769e-05,0.6152840502359807,0.9997524674734338,5.28176793509546e-05,-0.043894502626193765,-3.26892428752501e-05,-2.866495046226908e-06,2.0
qwen,9,sft,160,50,0.01,0.5221879766080375,0.9997287648138556,4.904415751743171e-05,0.5710920434470513,0.9997580731910285,4.86540674696575e-05,-0.04890406683901383,-2.9308377172854172e-05,3.9009004777421086e-07,4.0
qwen,9,offkd,160,50,0.1,0.8402961097364371,0.9997227107938098,5.911966092738508e-05,0.8522444336482542,0.9997518566951198,5.355365752374362e-05,-0.011948323911817105,-2.9145901309979294e-05,5.5660034036414575e-06,1.0
qwen,9,opd,160,50,0.1,0.8269478807149007,0.9997270002434266,5.833571016124443e-05,0.8392877391928009,0.9997569312859061,5.2369065702344884e-05,-0.0123398584779002,-2.9931042479502956e-05,5.9666444588995455e-06,3.0
qwen,9,seqkd,160,50,0.1,0.8328578829959632,0.9997197782305586,4.995118430472769e-05,0.8510835333977902,0.9997524674734338,5.28176793509546e-05,-0.018225650401826998,-3.26892428752501e-05,-2.866495046226908e-06,2.0
qwen,9,sft,160,50,0.1,0.8082910742606353,0.9997287648138556,4.904415751743171e-05,0.8289884375073608,0.9997580731910285,4.86540674696575e-05,-0.020697363246725553,-2.9308377172854172e-05,3.9009004777421086e-07,4.0
qwen,9,offkd,320,16,0.01,0.745881464345161,0.9997082739244382,6.099387128127011e-05,0.7789652873318363,0.999743726441927,6.560160465624097e-05,-0.03308382298667534,-3.5452517488820945e-05,-4.607733374970857e-06,2.0
qwen,9,opd,320,16,0.01,0.7423014285696928,0.9997220771428604,5.897398196628394e-05,0.7751739845068946,0.9997467331204108,5.814792833876197e-05,-0.03287255593720173,-2.4655977550414043e-05,8.260536275219672e-07,3.0
qwen,9,seqkd,320,16,0.01,0.753788553430253,0.999714990078507,5.893235488180414e-05,0.7763653884401144,0.9997473497868257,6.139051041191585e-05,-0.022576835009861407,-3.2359708318718816e-05,-2.458155530111714e-06,1.0
qwen,9,sft,320,16,0.01,0.7137677404240268,0.9997214939211237,5.57116006857164e-05,0.7440587747003432,0.9997505774839287,5.409870310150603e-05,-0.03029103427631641,-2.908356280495461e-05,1.6128975842103716e-06,4.0
qwen,9,offkd,320,16,0.1,0.9214913371152925,0.9997082739244382,6.099387128127011e-05,0.9355948801169838,0.999743726441927,6.560160465624097e-05,-0.014103543001691254,-3.5452517488820945e-05,-4.607733374970857e-06,2.0
qwen,9,opd,320,16,0.1,0.9193757510062863,0.9997220771428604,5.897398196628394e-05,0.9361996467090881,0.9997467331204108,5.814792833876197e-05,-0.01682389570280174,-2.4655977550414043e-05,8.260536275219672e-07,3.0
qwen,9,seqkd,320,16,0.1,0.9242919455245745,0.999714990078507,5.893235488180414e-05,0.934288751926912,0.9997473497868257,6.139051041191585e-05,-0.009996806402337466,-3.2359708318718816e-05,-2.458155530111714e-06,1.0
qwen,9,sft,320,16,0.1,0.9105253568805244,0.9997214939211237,5.57116006857164e-05,0.923499265354972,0.9997505774839287,5.409870310150603e-05,-0.01297390847444757,-2.908356280495461e-05,1.6128975842103716e-06,4.0
qwen,9,offkd,320,32,0.01,0.6858682903429508,0.9997082739244382,6.099387128127011e-05,0.7228199368681194,0.999743726441927,6.560160465624097e-05,-0.03695164652516858,-3.5452517488820945e-05,-4.607733374970857e-06,2.0
qwen,9,opd,320,32,0.01,0.678169377720714,0.9997220771428604,5.897398196628394e-05,0.7137214542896724,0.9997467331204108,5.814792833876197e-05,-0.035552076568958424,-2.4655977550414043e-05,8.260536275219672e-07,3.0
qwen,9,seqkd,320,32,0.01,0.6946723578052543,0.999714990078507,5.893235488180414e-05,0.7196717505367806,0.9997473497868257,6.139051041191585e-05,-0.024999392731526293,-3.2359708318718816e-05,-2.458155530111714e-06,1.0
qwen,9,sft,320,32,0.01,0.643439264763771,0.9997214939211237,5.57116006857164e-05,0.6813341696333425,0.9997505774839287,5.409870310150603e-05,-0.03789490486957148,-2.908356280495461e-05,1.6128975842103716e-06,4.0
qwen,9,offkd,320,32,0.1,0.8908204483494215,0.9997082739244382,6.099387128127011e-05,0.9085332821260901,0.999743726441927,6.560160465624097e-05,-0.017712833776668546,-3.5452517488820945e-05,-4.607733374970857e-06,2.0
qwen,9,opd,320,32,0.1,0.8863191974953254,0.9997220771428604,5.897398196628394e-05,0.9043026303601541,0.9997467331204108,5.814792833876197e-05,-0.01798343286482873,-2.4655977550414043e-05,8.260536275219672e-07,3.0
qwen,9,seqkd,320,32,0.1,0.8939885246571733,0.999714990078507,5.893235488180414e-05,0.9067442560769354,0.9997473497868257,6.139051041191585e-05,-0.012755731419762162,-3.2359708318718816e-05,-2.458155530111714e-06,1.0
qwen,9,sft,320,32,0.1,0.8743204262180957,0.9997214939211237,5.57116006857164e-05,0.8909060653569182,0.9997505774839287,5.409870310150603e-05,-0.016585639138822494,-2.908356280495461e-05,1.6128975842103716e-06,4.0
qwen,9,offkd,320,50,0.01,0.6322484965426957,0.9997082739244382,6.099387128127011e-05,0.6844445878183958,0.999743726441927,6.560160465624097e-05,-0.05219609127570013,-3.5452517488820945e-05,-4.607733374970857e-06,2.0
qwen,9,opd,320,50,0.01,0.6257584052458454,0.9997220771428604,5.897398196628394e-05,0.6688877487229429,0.9997467331204108,5.814792833876197e-05,-0.043129343477097515,-2.4655977550414043e-05,8.260536275219672e-07,3.0
qwen,9,seqkd,320,50,0.01,0.6436276879331154,0.999714990078507,5.893235488180414e-05,0.6794514099798035,0.9997473497868257,6.139051041191585e-05,-0.035823722046688045,-3.2359708318718816e-05,-2.458155530111714e-06,1.0
qwen,9,sft,320,50,0.01,0.5889637124152501,0.9997214939211237,5.57116006857164e-05,0.6382080911622481,0.9997505774839287,5.409870310150603e-05,-0.04924437874699794,-2.908356280495461e-05,1.6128975842103716e-06,4.0
qwen,9,offkd,320,50,0.1,0.8618314662001347,0.9997082739244382,6.099387128127011e-05,0.8842101101966867,0.999743726441927,6.560160465624097e-05,-0.022378643996551983,-3.5452517488820945e-05,-4.607733374970857e-06,2.0
qwen,9,opd,320,50,0.1,0.8551627547326096,0.9997220771428604,5.897398196628394e-05,0.8760642999759091,0.9997467331204108,5.814792833876197e-05,-0.020901545243299458,-2.4655977550414043e-05,8.260536275219672e-07,3.0
qwen,9,seqkd,320,50,0.1,0.8666329828539739,0.999714990078507,5.893235488180414e-05,0.8818836991047656,0.9997473497868257,6.139051041191585e-05,-0.015250716250791663,-3.2359708318718816e-05,-2.458155530111714e-06,1.0
qwen,9,sft,320,50,0.1,0.839892782161549,0.9997214939211237,5.57116006857164e-05,0.862144382611871,0.9997505774839287,5.409870310150603e-05,-0.02225160045032204,-2.908356280495461e-05,1.6128975842103716e-06,4.0
qwen,18,offkd,20,16,0.01,0.6088742174059865,0.9997567957922862,4.2611433462491536e-05,0.6088742174059865,0.9997567957922862,4.2611433462491536e-05,0.0,0.0,0.0,1.0
qwen,18,opd,20,16,0.01,0.5930300280410813,0.9997653111551644,4.0302124996069045e-05,0.5930300280410813,0.9997653111551644,4.0302124996069045e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,20,16,0.01,0.6084348044044281,0.999756309466597,4.002763605234127e-05,0.6084348044044281,0.999756309466597,4.002763605234127e-05,0.0,0.0,0.0,2.0
qwen,18,sft,20,16,0.01,0.4811632949996977,0.999761373141837,3.8857395968405665e-05,0.4811632949996977,0.999761373141837,3.8857395968405665e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,20,16,0.1,0.8721284560459284,0.9997567957922862,4.2611433462491536e-05,0.8721284560459284,0.9997567957922862,4.2611433462491536e-05,0.0,0.0,0.0,1.0
qwen,18,opd,20,16,0.1,0.8618525389634344,0.9997653111551644,4.0302124996069045e-05,0.8618525389634344,0.9997653111551644,4.0302124996069045e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,20,16,0.1,0.8707239597059953,0.999756309466597,4.002763605234127e-05,0.8707239597059953,0.999756309466597,4.002763605234127e-05,0.0,0.0,0.0,2.0
qwen,18,sft,20,16,0.1,0.7991861850773967,0.999761373141837,3.8857395968405665e-05,0.7991861850773967,0.999761373141837,3.8857395968405665e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,20,32,0.01,0.5060815731997093,0.9997567957922862,4.2611433462491536e-05,0.5060815731997093,0.9997567957922862,4.2611433462491536e-05,0.0,0.0,0.0,1.0
qwen,18,opd,20,32,0.01,0.4936842981405368,0.9997653111551644,4.0302124996069045e-05,0.4936842981405368,0.9997653111551644,4.0302124996069045e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,20,32,0.01,0.504684431410788,0.999756309466597,4.002763605234127e-05,0.504684431410788,0.999756309466597,4.002763605234127e-05,0.0,0.0,0.0,2.0
qwen,18,sft,20,32,0.01,0.3766805472074021,0.999761373141837,3.8857395968405665e-05,0.3766805472074021,0.999761373141837,3.8857395968405665e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,20,32,0.1,0.8103647412545424,0.9997567957922862,4.2611433462491536e-05,0.8103647412545424,0.9997567957922862,4.2611433462491536e-05,0.0,0.0,0.0,1.0
qwen,18,opd,20,32,0.1,0.8008785653912552,0.9997653111551644,4.0302124996069045e-05,0.8008785653912552,0.9997653111551644,4.0302124996069045e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,20,32,0.1,0.8092043358158867,0.999756309466597,4.002763605234127e-05,0.8092043358158867,0.999756309466597,4.002763605234127e-05,0.0,0.0,0.0,2.0
qwen,18,sft,20,32,0.1,0.7174357387361552,0.999761373141837,3.8857395968405665e-05,0.7174357387361552,0.999761373141837,3.8857395968405665e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,20,50,0.01,0.43913349830093223,0.9997567957922862,4.2611433462491536e-05,0.43913349830093223,0.9997567957922862,4.2611433462491536e-05,0.0,0.0,0.0,1.0
qwen,18,opd,20,50,0.01,0.4316530614485635,0.9997653111551644,4.0302124996069045e-05,0.4316530614485635,0.9997653111551644,4.0302124996069045e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,20,50,0.01,0.4383527113095367,0.999756309466597,4.002763605234127e-05,0.4383527113095367,0.999756309466597,4.002763605234127e-05,0.0,0.0,0.0,2.0
qwen,18,sft,20,50,0.01,0.3107528808617375,0.999761373141837,3.8857395968405665e-05,0.3107528808617375,0.999761373141837,3.8857395968405665e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,20,50,0.1,0.7567156262393572,0.9997567957922862,4.2611433462491536e-05,0.7567156262393572,0.9997567957922862,4.2611433462491536e-05,0.0,0.0,0.0,1.0
qwen,18,opd,20,50,0.1,0.7488411283633901,0.9997653111551644,4.0302124996069045e-05,0.7488411283633901,0.9997653111551644,4.0302124996069045e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,20,50,0.1,0.7556820358125308,0.999756309466597,4.002763605234127e-05,0.7556820358125308,0.999756309466597,4.002763605234127e-05,0.0,0.0,0.0,2.0
qwen,18,sft,20,50,0.1,0.649424040028695,0.999761373141837,3.8857395968405665e-05,0.649424040028695,0.999761373141837,3.8857395968405665e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,160,16,0.01,0.7307988831581724,0.9997518566951198,5.355365752374362e-05,0.7307988831581724,0.9997518566951198,5.355365752374362e-05,0.0,0.0,0.0,1.0
qwen,18,opd,160,16,0.01,0.7169763599855178,0.9997569312859061,5.2369065702344884e-05,0.7169763599855178,0.9997569312859061,5.2369065702344884e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,160,16,0.01,0.7300997451541565,0.9997524674734338,5.28176793509546e-05,0.7300997451541565,0.9997524674734338,5.28176793509546e-05,0.0,0.0,0.0,2.0
qwen,18,sft,160,16,0.01,0.6951092996017117,0.9997580731910285,4.86540674696575e-05,0.6951092996017117,0.9997580731910285,4.86540674696575e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,160,16,0.1,0.9195480062961335,0.9997518566951198,5.355365752374362e-05,0.9195480062961335,0.9997518566951198,5.355365752374362e-05,0.0,0.0,0.0,1.0
qwen,18,opd,160,16,0.1,0.9144701127008589,0.9997569312859061,5.2369065702344884e-05,0.9144701127008589,0.9997569312859061,5.2369065702344884e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,160,16,0.1,0.9185937806072164,0.9997524674734338,5.28176793509546e-05,0.9185937806072164,0.9997524674734338,5.28176793509546e-05,0.0,0.0,0.0,2.0
qwen,18,sft,160,16,0.1,0.90544971098357,0.9997580731910285,4.86540674696575e-05,0.90544971098357,0.9997580731910285,4.86540674696575e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,160,32,0.01,0.6626781942104731,0.9997518566951198,5.355365752374362e-05,0.6626781942104731,0.9997518566951198,5.355365752374362e-05,0.0,0.0,0.0,1.0
qwen,18,opd,160,32,0.01,0.6429966308985879,0.9997569312859061,5.2369065702344884e-05,0.6429966308985879,0.9997569312859061,5.2369065702344884e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,160,32,0.01,0.6623310082775894,0.9997524674734338,5.28176793509546e-05,0.6623310082775894,0.9997524674734338,5.28176793509546e-05,0.0,0.0,0.0,2.0
qwen,18,sft,160,32,0.01,0.6208920069461107,0.9997580731910285,4.86540674696575e-05,0.6208920069461107,0.9997580731910285,4.86540674696575e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,160,32,0.1,0.8842164485927871,0.9997518566951198,5.355365752374362e-05,0.8842164485927871,0.9997518566951198,5.355365752374362e-05,0.0,0.0,0.0,1.0
qwen,18,opd,160,32,0.1,0.8744213440830348,0.9997569312859061,5.2369065702344884e-05,0.8744213440830348,0.9997569312859061,5.2369065702344884e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,160,32,0.1,0.8830918612645899,0.9997524674734338,5.28176793509546e-05,0.8830918612645899,0.9997524674734338,5.28176793509546e-05,0.0,0.0,0.0,2.0
qwen,18,sft,160,32,0.1,0.8643866842732215,0.9997580731910285,4.86540674696575e-05,0.8643866842732215,0.9997580731910285,4.86540674696575e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,160,50,0.01,0.6155951777711677,0.9997518566951198,5.355365752374362e-05,0.6155951777711677,0.9997518566951198,5.355365752374362e-05,0.0,0.0,0.0,1.0
qwen,18,opd,160,50,0.01,0.5918640235340696,0.9997569312859061,5.2369065702344884e-05,0.5918640235340696,0.9997569312859061,5.2369065702344884e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,160,50,0.01,0.6152840502359807,0.9997524674734338,5.28176793509546e-05,0.6152840502359807,0.9997524674734338,5.28176793509546e-05,0.0,0.0,0.0,2.0
qwen,18,sft,160,50,0.01,0.5710920434470513,0.9997580731910285,4.86540674696575e-05,0.5710920434470513,0.9997580731910285,4.86540674696575e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,160,50,0.1,0.8522444336482542,0.9997518566951198,5.355365752374362e-05,0.8522444336482542,0.9997518566951198,5.355365752374362e-05,0.0,0.0,0.0,1.0
qwen,18,opd,160,50,0.1,0.8392877391928009,0.9997569312859061,5.2369065702344884e-05,0.8392877391928009,0.9997569312859061,5.2369065702344884e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,160,50,0.1,0.8510835333977902,0.9997524674734338,5.28176793509546e-05,0.8510835333977902,0.9997524674734338,5.28176793509546e-05,0.0,0.0,0.0,2.0
qwen,18,sft,160,50,0.1,0.8289884375073608,0.9997580731910285,4.86540674696575e-05,0.8289884375073608,0.9997580731910285,4.86540674696575e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,320,16,0.01,0.7789652873318363,0.999743726441927,6.560160465624097e-05,0.7789652873318363,0.999743726441927,6.560160465624097e-05,0.0,0.0,0.0,1.0
qwen,18,opd,320,16,0.01,0.7751739845068946,0.9997467331204108,5.814792833876197e-05,0.7751739845068946,0.9997467331204108,5.814792833876197e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,320,16,0.01,0.7763653884401144,0.9997473497868257,6.139051041191585e-05,0.7763653884401144,0.9997473497868257,6.139051041191585e-05,0.0,0.0,0.0,2.0
qwen,18,sft,320,16,0.01,0.7440587747003432,0.9997505774839287,5.409870310150603e-05,0.7440587747003432,0.9997505774839287,5.409870310150603e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,320,16,0.1,0.9355948801169838,0.999743726441927,6.560160465624097e-05,0.9355948801169838,0.999743726441927,6.560160465624097e-05,0.0,0.0,0.0,2.0
qwen,18,opd,320,16,0.1,0.9361996467090881,0.9997467331204108,5.814792833876197e-05,0.9361996467090881,0.9997467331204108,5.814792833876197e-05,0.0,0.0,0.0,1.0
qwen,18,seqkd,320,16,0.1,0.934288751926912,0.9997473497868257,6.139051041191585e-05,0.934288751926912,0.9997473497868257,6.139051041191585e-05,0.0,0.0,0.0,3.0
qwen,18,sft,320,16,0.1,0.923499265354972,0.9997505774839287,5.409870310150603e-05,0.923499265354972,0.9997505774839287,5.409870310150603e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,320,32,0.01,0.7228199368681194,0.999743726441927,6.560160465624097e-05,0.7228199368681194,0.999743726441927,6.560160465624097e-05,0.0,0.0,0.0,1.0
qwen,18,opd,320,32,0.01,0.7137214542896724,0.9997467331204108,5.814792833876197e-05,0.7137214542896724,0.9997467331204108,5.814792833876197e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,320,32,0.01,0.7196717505367806,0.9997473497868257,6.139051041191585e-05,0.7196717505367806,0.9997473497868257,6.139051041191585e-05,0.0,0.0,0.0,2.0
qwen,18,sft,320,32,0.01,0.6813341696333425,0.9997505774839287,5.409870310150603e-05,0.6813341696333425,0.9997505774839287,5.409870310150603e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,320,32,0.1,0.9085332821260901,0.999743726441927,6.560160465624097e-05,0.9085332821260901,0.999743726441927,6.560160465624097e-05,0.0,0.0,0.0,1.0
qwen,18,opd,320,32,0.1,0.9043026303601541,0.9997467331204108,5.814792833876197e-05,0.9043026303601541,0.9997467331204108,5.814792833876197e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,320,32,0.1,0.9067442560769354,0.9997473497868257,6.139051041191585e-05,0.9067442560769354,0.9997473497868257,6.139051041191585e-05,0.0,0.0,0.0,2.0
qwen,18,sft,320,32,0.1,0.8909060653569182,0.9997505774839287,5.409870310150603e-05,0.8909060653569182,0.9997505774839287,5.409870310150603e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,320,50,0.01,0.6844445878183958,0.999743726441927,6.560160465624097e-05,0.6844445878183958,0.999743726441927,6.560160465624097e-05,0.0,0.0,0.0,1.0
qwen,18,opd,320,50,0.01,0.6688877487229429,0.9997467331204108,5.814792833876197e-05,0.6688877487229429,0.9997467331204108,5.814792833876197e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,320,50,0.01,0.6794514099798035,0.9997473497868257,6.139051041191585e-05,0.6794514099798035,0.9997473497868257,6.139051041191585e-05,0.0,0.0,0.0,2.0
qwen,18,sft,320,50,0.01,0.6382080911622481,0.9997505774839287,5.409870310150603e-05,0.6382080911622481,0.9997505774839287,5.409870310150603e-05,0.0,0.0,0.0,4.0
qwen,18,offkd,320,50,0.1,0.8842101101966867,0.999743726441927,6.560160465624097e-05,0.8842101101966867,0.999743726441927,6.560160465624097e-05,0.0,0.0,0.0,1.0
qwen,18,opd,320,50,0.1,0.8760642999759091,0.9997467331204108,5.814792833876197e-05,0.8760642999759091,0.9997467331204108,5.814792833876197e-05,0.0,0.0,0.0,3.0
qwen,18,seqkd,320,50,0.1,0.8818836991047656,0.9997473497868257,6.139051041191585e-05,0.8818836991047656,0.9997473497868257,6.139051041191585e-05,0.0,0.0,0.0,2.0
qwen,18,sft,320,50,0.1,0.862144382611871,0.9997505774839287,5.409870310150603e-05,0.862144382611871,0.9997505774839287,5.409870310150603e-05,0.0,0.0,0.0,4.0
qwen,27,offkd,20,16,0.01,0.6838547168015809,0.9997588159406002,4.3562082152319636e-05,0.6088742174059865,0.9997567957922862,4.2611433462491536e-05,0.07498049939559448,2.02014831407471e-06,9.506486898280998e-07,3.0
qwen,27,opd,20,16,0.01,0.7154404933838878,0.999756886622711,4.225967187377571e-05,0.5930300280410813,0.9997653111551644,4.0302124996069045e-05,0.12241046534280653,-8.424532453421563e-06,1.957546877706662e-06,1.0
qwen,27,seqkd,20,16,0.01,0.6862359728691867,0.9997558954314948,4.2247198580939606e-05,0.6084348044044281,0.999756309466597,4.002763605234127e-05,0.0778011684647586,-4.140351022030586e-07,2.219562528598335e-06,2.0
qwen,27,sft,20,16,0.01,0.5979093581987074,0.9997601628823629,3.763021805024731e-05,0.4811632949996977,0.999761373141837,3.8857395968405665e-05,0.11674606319900971,-1.2102594740825978e-06,-1.2271779181583558e-06,4.0
qwen,27,offkd,20,16,0.1,0.904968041635348,0.9997588159406002,4.3562082152319636e-05,0.8721284560459284,0.9997567957922862,4.2611433462491536e-05,0.032839585589419684,2.02014831407471e-06,9.506486898280998e-07,3.0
qwen,27,opd,20,16,0.1,0.9214485681049764,0.999756886622711,4.225967187377571e-05,0.8618525389634344,0.9997653111551644,4.0302124996069045e-05,0.05959602914154205,-8.424532453421563e-06,1.957546877706662e-06,1.0
qwen,27,seqkd,20,16,0.1,0.9051164870086545,0.9997558954314948,4.2247198580939606e-05,0.8707239597059953,0.999756309466597,4.002763605234127e-05,0.03439252730265929,-4.140351022030586e-07,2.219562528598335e-06,2.0
qwen,27,sft,20,16,0.1,0.8660988855887001,0.9997601628823629,3.763021805024731e-05,0.7991861850773967,0.999761373141837,3.8857395968405665e-05,0.06691270051130338,-1.2102594740825978e-06,-1.2271779181583558e-06,4.0
qwen,27,offkd,20,32,0.01,0.5963740920585223,0.9997588159406002,4.3562082152319636e-05,0.5060815731997093,0.9997567957922862,4.2611433462491536e-05,0.09029251885881306,2.02014831407471e-06,9.506486898280998e-07,3.0
qwen,27,opd,20,32,0.01,0.6212171549886215,0.999756886622711,4.225967187377571e-05,0.4936842981405368,0.9997653111551644,4.0302124996069045e-05,0.12753285684808469,-8.424532453421563e-06,1.957546877706662e-06,1.0
qwen,27,seqkd,20,32,0.01,0.5998369644492978,0.9997558954314948,4.2247198580939606e-05,0.504684431410788,0.999756309466597,4.002763605234127e-05,0.09515253303850979,-4.140351022030586e-07,2.219562528598335e-06,2.0
qwen,27,sft,20,32,0.01,0.48745318503417284,0.9997601628823629,3.763021805024731e-05,0.3766805472074021,0.999761373141837,3.8857395968405665e-05,0.11077263782677071,-1.2102594740825978e-06,-1.2271779181583558e-06,4.0
qwen,27,offkd,20,32,0.1,0.8647528298445833,0.9997588159406002,4.3562082152319636e-05,0.8103647412545424,0.9997567957922862,4.2611433462491536e-05,0.05438808859004096,2.02014831407471e-06,9.506486898280998e-07,3.0
qwen,27,opd,20,32,0.1,0.876302734485999,0.999756886622711,4.225967187377571e-05,0.8008785653912552,0.9997653111551644,4.0302124996069045e-05,0.07542416909474381,-8.424532453421563e-06,1.957546877706662e-06,1.0
qwen,27,seqkd,20,32,0.1,0.8648386058033672,0.9997558954314948,4.2247198580939606e-05,0.8092043358158867,0.999756309466597,4.002763605234127e-05,0.055634269987480556,-4.140351022030586e-07,2.219562528598335e-06,2.0
qwen,27,sft,20,32,0.1,0.8052954993024973,0.9997601628823629,3.763021805024731e-05,0.7174357387361552,0.999761373141837,3.8857395968405665e-05,0.08785976056634215,-1.2102594740825978e-06,-1.2271779181583558e-06,4.0
qwen,27,offkd,20,50,0.01,0.5267791603529401,0.9997588159406002,4.3562082152319636e-05,0.43913349830093223,0.9997567957922862,4.2611433462491536e-05,0.08764566205200791,2.02014831407471e-06,9.506486898280998e-07,3.0
qwen,27,opd,20,50,0.01,0.5477289086619156,0.999756886622711,4.225967187377571e-05,0.4316530614485635,0.9997653111551644,4.0302124996069045e-05,0.11607584721335207,-8.424532453421563e-06,1.957546877706662e-06,1.0
qwen,27,seqkd,20,50,0.01,0.5280361969569168,0.9997558954314948,4.2247198580939606e-05,0.4383527113095367,0.999756309466597,4.002763605234127e-05,0.08968348564738016,-4.140351022030586e-07,2.219562528598335e-06,2.0
qwen,27,sft,20,50,0.01,0.412340095432229,0.9997601628823629,3.763021805024731e-05,0.3107528808617375,0.999761373141837,3.8857395968405665e-05,0.10158721457049147,-1.2102594740825978e-06,-1.2271779181583558e-06,4.0
qwen,27,offkd,20,50,0.1,0.8255999046735667,0.9997588159406002,4.3562082152319636e-05,0.7567156262393572,0.9997567957922862,4.2611433462491536e-05,0.06888427843420952,2.02014831407471e-06,9.506486898280998e-07,2.0
qwen,27,opd,20,50,0.1,0.8345222677028081,0.999756886622711,4.225967187377571e-05,0.7488411283633901,0.9997653111551644,4.0302124996069045e-05,0.08568113933941801,-8.424532453421563e-06,1.957546877706662e-06,1.0
qwen,27,seqkd,20,50,0.1,0.8255048911904573,0.9997558954314948,4.2247198580939606e-05,0.7556820358125308,0.999756309466597,4.002763605234127e-05,0.06982285537792654,-4.140351022030586e-07,2.219562528598335e-06,3.0
qwen,27,sft,20,50,0.1,0.7513625849304707,0.9997601628823629,3.763021805024731e-05,0.649424040028695,0.999761373141837,3.8857395968405665e-05,0.10193854490177567,-1.2102594740825978e-06,-1.2271779181583558e-06,4.0
qwen,27,offkd,160,16,0.01,0.8191619749577109,0.9997197895609443,7.549730458369912e-05,0.7307988831581724,0.9997518566951198,5.355365752374362e-05,0.0883630917995385,-3.206713417547302e-05,2.19436470599555e-05,2.0
qwen,27,opd,160,16,0.01,0.8126062865805833,0.9997458857183874,6.088332152558014e-05,0.7169763599855178,0.9997569312859061,5.2369065702344884e-05,0.09562992659506553,-1.1045567518741528e-05,8.514255823235256e-06,3.0
qwen,27,seqkd,160,16,0.01,0.8192790053552036,0.9997235301221868,7.58877150146767e-05,0.7300997451541565,0.9997524674734338,5.28176793509546e-05,0.08917926020104705,-2.89373512469826e-05,2.30700356637221e-05,1.0
qwen,27,sft,160,16,0.01,0.790524166776265,0.9997346913125748,6.47591541963474e-05,0.6951092996017117,0.9997580731910285,4.86540674696575e-05,0.09541486717455328,-2.3381878453743177e-05,1.6105086726689905e-05,4.0
