model,family,arm,checkpoint,step,layer,module,angle_k,theta_u_mean_deg,theta_u_max_deg,theta_v_mean_deg,theta_v_max_deg,pabs_mean_cos_u,pabs_mean_cos_v,pabs_joint_mean_cos,theta_u_all_deg_json,theta_v_all_deg_json,nss_l1_top32,nss_l2_top32,source_normalized_spectrum_top32_json,checkpoint_normalized_spectrum_top32_json,nss_formula,delta_construction,native_source,checkpoint_materialization,base_tensor_sha256,checkpoint_tensor_sha256
llama,llama3_2_3b,sft,5,5,14,self_attn.q_proj,4,1.7815868520062268,2.033119972152615,0.0,0.0,0.9995082930405196,1.0,0.9997541465202596,"[1.4071733927519683, 1.7824396905198319, 1.9036143526004914, 2.033119972152615]","[0.0, 0.0, 0.0, 0.0]",0.3217418335898345,0.0585480689306938,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150633929248205, 0.03676791516901688, 0.03543002978425892, 0.03497908392157112, 0.03373322526225325, 0.03273531753267531, 0.03206315028832795, 0.031379782695234254, 0.03117003221548276, 0.030696224610628722, 0.030466563626771095, 0.030256970509572857, 0.029923072018292134, 0.029845961606452354, 0.029525590773258163, 0.02937507487144639, 0.02910893062195335, 0.0289183645699658, 0.028822953169257527, 0.028694274772642584, 0.028515541280360924, 0.028469022701022546, 0.028254830180074884, 0.028071210166402783, 0.02804391466528002, 0.027959935516028142, 0.027812332201824795, 0.02773456749305308, 0.027622326581386542, 0.027497899734455936, 0.02735604429456609, 0.027263454376830153]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,9090226ef7ea860cbda17df9fa6d2fbdb16091b2a36c7b2b5510ce9e849c5980
llama,llama3_2_3b,sft,5,5,14,self_attn.q_proj,8,1.742499868745115,2.0772013433331917,0.0,0.0,0.9995294319158406,1.0,0.9997647159579204,"[1.4069848728362075, 1.4639069075052848, 1.6037738026912933, 1.6927145719250207, 1.7837437764205242, 1.879981106473885, 2.0316925687755125, 2.0772013433331913]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3217418335898345,0.0585480689306938,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150633929248205, 0.03676791516901688, 0.03543002978425892, 0.03497908392157112, 0.03373322526225325, 0.03273531753267531, 0.03206315028832795, 0.031379782695234254, 0.03117003221548276, 0.030696224610628722, 0.030466563626771095, 0.030256970509572857, 0.029923072018292134, 0.029845961606452354, 0.029525590773258163, 0.02937507487144639, 0.02910893062195335, 0.0289183645699658, 0.028822953169257527, 0.028694274772642584, 0.028515541280360924, 0.028469022701022546, 0.028254830180074884, 0.028071210166402783, 0.02804391466528002, 0.027959935516028142, 0.027812332201824795, 0.02773456749305308, 0.027622326581386542, 0.027497899734455936, 0.02735604429456609, 0.027263454376830153]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,9090226ef7ea860cbda17df9fa6d2fbdb16091b2a36c7b2b5510ce9e849c5980
llama,llama3_2_3b,sft,5,5,14,self_attn.q_proj,16,1.6492893598213376,2.0897360213454736,0.0,0.0,0.999578545499794,1.0,0.999789272749897,"[1.2559929163573211, 1.4067977251408714, 1.434750490380595, 1.475047673242819, 1.525708569785389, 1.5477567777256003, 1.580950980213562, 1.594928513253748, 1.6453447310361198, 1.6676016561793872, 1.6958803275596253, 1.7592493920695202, 1.791570676827662, 1.883779499522295, 2.033533806501412, 2.0897360213454736]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3217418335898345,0.0585480689306938,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150633929248205, 0.03676791516901688, 0.03543002978425892, 0.03497908392157112, 0.03373322526225325, 0.03273531753267531, 0.03206315028832795, 0.031379782695234254, 0.03117003221548276, 0.030696224610628722, 0.030466563626771095, 0.030256970509572857, 0.029923072018292134, 0.029845961606452354, 0.029525590773258163, 0.02937507487144639, 0.02910893062195335, 0.0289183645699658, 0.028822953169257527, 0.028694274772642584, 0.028515541280360924, 0.028469022701022546, 0.028254830180074884, 0.028071210166402783, 0.02804391466528002, 0.027959935516028142, 0.027812332201824795, 0.02773456749305308, 0.027622326581386542, 0.027497899734455936, 0.02735604429456609, 0.027263454376830153]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,9090226ef7ea860cbda17df9fa6d2fbdb16091b2a36c7b2b5510ce9e849c5980
llama,llama3_2_3b,sft,5,5,14,self_attn.q_proj,32,1.9298903169324892,3.1192040220490083,0.0,0.0,0.9994057223660506,1.0,0.9997028611830252,"[1.2290519582631678, 1.4063973282919777, 1.424114872076723, 1.455403628466574, 1.5028624769396233, 1.5244362460511482, 1.5629986540484342, 1.5764083639191364, 1.5850045575010476, 1.6447709634012553, 1.6723137258387495, 1.719413025668362, 1.7303204444663354, 1.7572657437205836, 1.7890999085879624, 1.8181882292744735, 1.8604359934164558, 1.8873829423522046, 2.0327764494860325, 2.0358293185925165, 2.0868720306105675, 2.1083805198769, 2.1323128298870877, 2.2259483906872486, 2.2539689692159817, 2.283545425759088, 2.3107122791502728, 2.3338636099020094, 2.388178223298672, 2.5727715665906805, 2.726257444449388, 3.1192040220490083]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3217418335898345,0.0585480689306938,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150633929248205, 0.03676791516901688, 0.03543002978425892, 0.03497908392157112, 0.03373322526225325, 0.03273531753267531, 0.03206315028832795, 0.031379782695234254, 0.03117003221548276, 0.030696224610628722, 0.030466563626771095, 0.030256970509572857, 0.029923072018292134, 0.029845961606452354, 0.029525590773258163, 0.02937507487144639, 0.02910893062195335, 0.0289183645699658, 0.028822953169257527, 0.028694274772642584, 0.028515541280360924, 0.028469022701022546, 0.028254830180074884, 0.028071210166402783, 0.02804391466528002, 0.027959935516028142, 0.027812332201824795, 0.02773456749305308, 0.027622326581386542, 0.027497899734455936, 0.02735604429456609, 0.027263454376830153]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,9090226ef7ea860cbda17df9fa6d2fbdb16091b2a36c7b2b5510ce9e849c5980
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,4,1.9005035786674904,2.128670581103932,0.0,0.0,0.9994421362048632,1.0,0.9997210681024316,"[1.5282248333352022, 1.930075885937417, 2.0150430142934117, 2.1286705811039317]","[0.0, 0.0, 0.0, 0.0]",0.3217419440225368,0.058547717870811,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150677943445356, 0.03676813315060355, 0.0354272926869715, 0.034981280895175666, 0.03373464004356678, 0.03272976687640481, 0.032056802462681944, 0.031376375299426607, 0.031167117372931933, 0.030694344045354257, 0.03046334944587801, 0.030256457622361264, 0.029922456096393258, 0.029843596120479026, 0.029524070064654854, 0.02937239099184121, 0.02910657574970732, 0.028918579619050463, 0.02882418674307344, 0.02869941001263659, 0.028524566874496466, 0.02847225584401483, 0.028260963124177415, 0.028070598129629004, 0.02804504587401558, 0.027962729234240948, 0.02781395740347603, 0.02773043424444661, 0.027624089373380394, 0.027498738372909226, 0.02736043868752969, 0.027262625039569412]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,5809571e94214dfa4096b4cd1961633182b63701acb87f2bfefa854b6ffd0156
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,8,1.911940675481099,2.1358874013413973,0.0,0.0,0.9994385705478966,1.0,0.9997192852739484,"[1.5281263173425683, 1.7987210800726616, 1.8878294968219491, 1.9130477856604706, 1.9427849678295137, 2.0253627936722522, 2.06376556110798, 2.1358874013413973]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3217419440225368,0.058547717870811,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150677943445356, 0.03676813315060355, 0.0354272926869715, 0.034981280895175666, 0.03373464004356678, 0.03272976687640481, 0.032056802462681944, 0.031376375299426607, 0.031167117372931933, 0.030694344045354257, 0.03046334944587801, 0.030256457622361264, 0.029922456096393258, 0.029843596120479026, 0.029524070064654854, 0.02937239099184121, 0.02910657574970732, 0.028918579619050463, 0.02882418674307344, 0.02869941001263659, 0.028524566874496466, 0.02847225584401483, 0.028260963124177415, 0.028070598129629004, 0.02804504587401558, 0.027962729234240948, 0.02781395740347603, 0.02773043424444661, 0.027624089373380394, 0.027498738372909226, 0.02736043868752969, 0.027262625039569412]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,5809571e94214dfa4096b4cd1961633182b63701acb87f2bfefa854b6ffd0156
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,16,1.8301210902929848,2.1366876761743385,0.0,0.0,0.999485544820964,1.0,0.999742772410482,"[1.5280275230568154, 1.5484384121441572, 1.6640287764905268, 1.7253573988730146, 1.7346145347668873, 1.7490840288968899, 1.7689326812717308, 1.8025078762573254, 1.8276914509538211, 1.9042873899805357, 1.9118359471370299, 1.9248036454347162, 1.9530493873039279, 2.026071034003423, 2.0765196819426155, 2.1366876761743385]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3217419440225368,0.058547717870811,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150677943445356, 0.03676813315060355, 0.0354272926869715, 0.034981280895175666, 0.03373464004356678, 0.03272976687640481, 0.032056802462681944, 0.031376375299426607, 0.031167117372931933, 0.030694344045354257, 0.03046334944587801, 0.030256457622361264, 0.029922456096393258, 0.029843596120479026, 0.029524070064654854, 0.02937239099184121, 0.02910657574970732, 0.028918579619050463, 0.02882418674307344, 0.02869941001263659, 0.028524566874496466, 0.02847225584401483, 0.028260963124177415, 0.028070598129629004, 0.02804504587401558, 0.027962729234240948, 0.02781395740347603, 0.02773043424444661, 0.027624089373380394, 0.027498738372909226, 0.02736043868752969, 0.027262625039569412]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,5809571e94214dfa4096b4cd1961633182b63701acb87f2bfefa854b6ffd0156
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,32,2.0120562808359352,2.756931177686317,0.0,0.0,0.9993689927510988,1.0,0.9996844963755492,"[1.521268806104717, 1.5280630233729287, 1.629127059767548, 1.672289744929598, 1.6887619303970398, 1.7261002723456955, 1.7331501548828945, 1.7546508578000215, 1.772126656137813, 1.798970800544855, 1.8173203892359266, 1.8301268903378856, 1.8961065460628086, 1.9187539019250728, 1.9354466202551317, 1.9517604003719071, 2.002221145108929, 2.0293737496357043, 2.031839987829141, 2.0698511989088026, 2.1114050126169372, 2.127638239719887, 2.1451034885755944, 2.2041611435538395, 2.2355787249095673, 2.298503138610277, 2.3234508083680674, 2.356732423894845, 2.384451443227723, 2.447122946685797, 2.6874123029466506, 2.7569311776863166]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3217419440225368,0.058547717870811,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150677943445356, 0.03676813315060355, 0.0354272926869715, 0.034981280895175666, 0.03373464004356678, 0.03272976687640481, 0.032056802462681944, 0.031376375299426607, 0.031167117372931933, 0.030694344045354257, 0.03046334944587801, 0.030256457622361264, 0.029922456096393258, 0.029843596120479026, 0.029524070064654854, 0.02937239099184121, 0.02910657574970732, 0.028918579619050463, 0.02882418674307344, 0.02869941001263659, 0.028524566874496466, 0.02847225584401483, 0.028260963124177415, 0.028070598129629004, 0.02804504587401558, 0.027962729234240948, 0.02781395740347603, 0.02773043424444661, 0.027624089373380394, 0.027498738372909226, 0.02736043868752969, 0.027262625039569412]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,5809571e94214dfa4096b4cd1961633182b63701acb87f2bfefa854b6ffd0156
llama,llama3_2_3b,sft,40,40,14,self_attn.q_proj,4,1.8646622035279996,2.1156751517766166,0.0,0.0,0.9994622061011468,1.0,0.9997311030505732,"[1.4853220174080068, 1.8962615541436627, 1.9613900907837118, 2.1156751517766166]","[0.0, 0.0, 0.0, 0.0]",0.321741852915911,0.0585463806118578,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150099782501533, 0.036764910173663075, 0.03542589658486769, 0.03497904523296719, 0.03373850833773572, 0.03273273528616685, 0.03206038221689421, 0.031379153518404326, 0.03116992056712151, 0.030696376070928177, 0.03046526186391416, 0.030254251026094515, 0.029922539913000614, 0.02984092829529613, 0.029524044866347104, 0.029374012223908577, 0.029107497645680686, 0.028916846921539768, 0.028819587693756504, 0.02869766719200821, 0.028521915930040054, 0.028472874972834777, 0.028261723339652746, 0.028072618603804722, 0.028045757057215702, 0.027963772745904898, 0.02781455450801352, 0.027731443833803607, 0.02762381544168444, 0.0274961388942385, 0.027358460354676217, 0.0272663166917264]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,aa0c77fb51c05525b3738f780cfb108964ef2a93e92b5f1e512e072ec5f2902d
llama,llama3_2_3b,sft,40,40,14,self_attn.q_proj,8,1.7614558658069774,2.119694974555013,0.0,0.0,0.9995208395917282,1.0,0.999760419795864,"[1.4841899541085468, 1.5335938075626685, 1.6109260807539547, 1.6900436044186984, 1.7836431576866743, 1.8980475031905568, 1.9715078441797056, 2.1196949745550135]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.321741852915911,0.0585463806118578,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150099782501533, 0.036764910173663075, 0.03542589658486769, 0.03497904523296719, 0.03373850833773572, 0.03273273528616685, 0.03206038221689421, 0.031379153518404326, 0.03116992056712151, 0.030696376070928177, 0.03046526186391416, 0.030254251026094515, 0.029922539913000614, 0.02984092829529613, 0.029524044866347104, 0.029374012223908577, 0.029107497645680686, 0.028916846921539768, 0.028819587693756504, 0.02869766719200821, 0.028521915930040054, 0.028472874972834777, 0.028261723339652746, 0.028072618603804722, 0.028045757057215702, 0.027963772745904898, 0.02781455450801352, 0.027731443833803607, 0.02762381544168444, 0.0274961388942385, 0.027358460354676217, 0.0272663166917264]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,aa0c77fb51c05525b3738f780cfb108964ef2a93e92b5f1e512e072ec5f2902d
llama,llama3_2_3b,sft,40,40,14,self_attn.q_proj,16,1.678296316128543,2.120363201914776,0.0,0.0,0.9995644388864776,1.0,0.9997822194432388,"[1.2814644343119044, 1.4777843541529307, 1.4817365373591953, 1.5028145398408201, 1.5508776354236435, 1.571887545064305, 1.6014065620636873, 1.617111453840784, 1.6713917451823033, 1.6947238509402438, 1.7288945733077161, 1.8101551628865729, 1.870844633985367, 1.8986220127439917, 1.972662815038444, 2.1203632019147762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.321741852915911,0.0585463806118578,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150099782501533, 0.036764910173663075, 0.03542589658486769, 0.03497904523296719, 0.03373850833773572, 0.03273273528616685, 0.03206038221689421, 0.031379153518404326, 0.03116992056712151, 0.030696376070928177, 0.03046526186391416, 0.030254251026094515, 0.029922539913000614, 0.02984092829529613, 0.029524044866347104, 0.029374012223908577, 0.029107497645680686, 0.028916846921539768, 0.028819587693756504, 0.02869766719200821, 0.028521915930040054, 0.028472874972834777, 0.028261723339652746, 0.028072618603804722, 0.028045757057215702, 0.027963772745904898, 0.02781455450801352, 0.027731443833803607, 0.02762381544168444, 0.0274961388942385, 0.027358460354676217, 0.0272663166917264]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,aa0c77fb51c05525b3738f780cfb108964ef2a93e92b5f1e512e072ec5f2902d
llama,llama3_2_3b,sft,40,40,14,self_attn.q_proj,32,1.85868745662983,2.824330802708777,0.0,0.0,0.9994582614914826,1.0,0.9997291307457412,"[1.2685046225990726, 1.4381612159532027, 1.4803433182412906, 1.4927621623582188, 1.530379795942623, 1.554486226443317, 1.5691908979708535, 1.5913790998982924, 1.6176492804031504, 1.6316433952102292, 1.6635117503766723, 1.6918526279860708, 1.717884929684144, 1.7840847834195261, 1.8179623343897042, 1.8573958935192705, 1.8748191559196692, 1.8929489044639196, 1.9024861194168776, 1.9382360372728964, 1.972797369113824, 1.9970647481056305, 2.019496055759188, 2.053402593943866, 2.0837236339804366, 2.0961656615029884, 2.1213631737581373, 2.135094737316113, 2.1482449605036464, 2.194732908977188, 2.5158994150157614, 2.8243308027087766]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.321741852915911,0.0585463806118578,"[0.04850096821185069, 0.024938529858017568, 0.024030037263347633, 0.02372607035123484, 0.02287985499143695, 0.022200089900035833, 0.021743417642518748, 0.021281284867910914, 0.021138878851724417, 0.020818427395047214, 0.020665210828392653, 0.02052206513310778, 0.02029483384148351, 0.020240859738566323, 0.020024616894914783, 0.019924323899597196, 0.019741037036837293, 0.01961281038807573, 0.019548070677217973, 0.019464559970709457, 0.01934030137260471, 0.0193085794386139, 0.019169720136888946, 0.019040892381822126, 0.019022364824861967, 0.018966677288084, 0.018867474149058185, 0.018810722972462814, 0.01873477197360016, 0.018649869921344583, 0.018557267716044722, 0.01849351299558125]","[0.07150099782501533, 0.036764910173663075, 0.03542589658486769, 0.03497904523296719, 0.03373850833773572, 0.03273273528616685, 0.03206038221689421, 0.031379153518404326, 0.03116992056712151, 0.030696376070928177, 0.03046526186391416, 0.030254251026094515, 0.029922539913000614, 0.02984092829529613, 0.029524044866347104, 0.029374012223908577, 0.029107497645680686, 0.028916846921539768, 0.028819587693756504, 0.02869766719200821, 0.028521915930040054, 0.028472874972834777, 0.028261723339652746, 0.028072618603804722, 0.028045757057215702, 0.027963772745904898, 0.02781455450801352, 0.027731443833803607, 0.02762381544168444, 0.0274961388942385, 0.027358460354676217, 0.0272663166917264]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,aa0c77fb51c05525b3738f780cfb108964ef2a93e92b5f1e512e072ec5f2902d
