model,arm,checkpoint,probe_name,layer,epsilon,module_count,displacement_rank,stable_rank,entropy_effective_rank,top1_energy_share,top10_energy_share,tail_at_r,two_sided_tail_margin
llama,sft,20,E_ood,14,0.01,7,23.142857142857142,1.3227847128967836,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.009610332246241684,0.00028842518889451687
llama,sft,20,E_ood,14,0.025,7,17.0,1.3227847128967836,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.0232746430104811,0.0007347862894135964
llama,sft,20,E_ood,14,0.05,7,11.142857142857142,1.3227847128967836,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.046765849496886655,0.0011620877689558428
llama,sft,20,E_ood,14,0.1,7,5.571428571428571,1.3227847128967836,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.09442424778941298,0.0038755753185095573
llama,sft,40,E_general,14,0.01,7,24.571428571428573,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.009175678643457327,0.0004828275965775143
llama,sft,40,E_general,14,0.025,7,18.571428571428573,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.02366044110310484,0.0009029591996261549
llama,sft,40,E_general,14,0.05,7,13.0,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.04684430914966753,0.0007933721752831714
llama,sft,40,E_general,14,0.1,7,7.285714285714286,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.0941282048533175,0.004685365186701028
llama,sft,40,E_if,14,0.01,7,21.714285714285715,1.4415243803501936,3.5806405402072707,0.755316855238287,0.9482975010217356,0.0089976506300907,0.00040524867984767147
llama,sft,40,E_if,14,0.025,7,14.857142857142858,1.4415243803501936,3.5806405402072707,0.755316855238287,0.9482975010217356,0.023366081583833787,0.0007247335794932858
llama,sft,40,E_if,14,0.05,7,9.285714285714286,1.4415243803501936,3.5806405402072707,0.755316855238287,0.9482975010217356,0.047061389688075814,0.0020422719386424316
llama,sft,40,E_if,14,0.1,7,5.142857142857143,1.4415243803501936,3.5806405402072707,0.755316855238287,0.9482975010217356,0.08558528025601257,0.008481084619460314
llama,sft,40,E_math,14,0.01,7,19.714285714285715,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.008818671517507214,0.00025531316611122044
llama,sft,40,E_math,14,0.025,7,12.571428571428571,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.023526014340899088,0.0007796279015283285
llama,sft,40,E_math,14,0.05,7,7.714285714285714,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.047508932024308725,0.0019904926237064463
llama,sft,40,E_math,14,0.1,7,4.142857142857143,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.0871172470153594,0.012137114817320787
llama,sft,40,E_ood,14,0.01,7,21.428571428571427,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.009036652112999944,0.0001926796739357419
llama,sft,40,E_ood,14,0.025,7,14.571428571428571,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.023330745561318814,0.001220743871707243
llama,sft,40,E_ood,14,0.05,7,9.142857142857142,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.04756746779836589,0.0018003061023710858
llama,sft,40,E_ood,14,0.1,7,5.0,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.08619117017636381,0.00909212796202563
llama,sft,80,E_general,14,0.01,7,22.857142857142858,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.008829409181510657,0.00043002426507435715
llama,sft,80,E_general,14,0.025,7,17.0,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.022670260560496917,0.0010702043154085714
llama,sft,80,E_general,14,0.05,7,11.714285714285714,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.045533107046774,0.0037752113945682428
llama,sft,80,E_general,14,0.1,7,7.0,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.08471885635271592,0.012293676523303557
llama,sft,80,E_if,14,0.01,7,19.857142857142858,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.95268267298126,0.009136793090457743,0.0006411709631849142
llama,sft,80,E_if,14,0.025,7,13.428571428571429,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.95268267298126,0.0236018578029795,0.0012938795495563082
llama,sft,80,E_if,14,0.05,7,9.0,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.95268267298126,0.04240383103914589,0.005122580780211337
llama,sft,80,E_if,14,0.1,7,5.0,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.95268267298126,0.08043174064037165,0.012537525075853085
llama,sft,80,E_math,14,0.01,7,18.142857142857142,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.009226398053598114,0.000308345485115628
llama,sft,80,E_math,14,0.025,7,12.428571428571429,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.0218888041576011,0.0022181046214956143
llama,sft,80,E_math,14,0.05,7,8.0,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.04260729038744133,0.006370668069842958
llama,sft,80,E_math,14,0.1,7,4.714285714285714,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.07632697086117138,0.020533363995561972
llama,sft,80,E_ood,14,0.01,7,19.714285714285715,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.00901125798766923,0.00035342624709559534
llama,sft,80,E_ood,14,0.025,7,13.714285714285714,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.022842914861086687,0.0013809239391344142
llama,sft,80,E_ood,14,0.05,7,9.285714285714286,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.04228335533456483,0.0064076915119511
llama,sft,80,E_ood,14,0.1,7,5.142857142857143,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.08299758353028294,0.015917177518162913
