model,arm,checkpoint,probe_name,layer,epsilon,module_count,centered_state_rank,centered_state_rank_base,centered_absolute_contraction,centered_relative_contraction_equal7,uncentered_state_rank,uncentered_state_rank_base,uncentered_absolute_contraction,uncentered_relative_contraction_equal7
llama,sft,20,E_math,14,0.01,7,829.2857142857143,835.1428571428571,5.857142857142857,0.0072886217673028735,695.8571428571429,701.7142857142857,5.857142857142857,0.00832907756038606
llama,sft,20,E_math,14,0.025,7,618.7142857142857,624.0,5.285714285714286,0.008731988060023605,490.0,495.14285714285717,5.142857142857143,0.010207026451096102
llama,sft,20,E_math,14,0.05,7,454.14285714285717,459.2857142857143,5.142857142857143,0.011914622333782255,340.85714285714283,345.42857142857144,4.571428571428571,0.01507686118873384
llama,sft,20,E_math,14,0.1,7,296.57142857142856,300.42857142857144,3.857142857142857,0.013234904961473504,209.85714285714286,213.14285714285714,3.2857142857142856,0.01483353676787572
llama,sft,20,E_ood,14,0.01,7,1559.7142857142858,1565.7142857142858,6.0,0.004151485158892825,1338.0,1343.5714285714287,5.571428571428571,0.0035080334544426274
llama,sft,20,E_ood,14,0.025,7,1218.2857142857142,1225.2857142857142,7.0,0.005945506981884445,986.5714285714286,992.7142857142857,6.142857142857143,0.004709431627696045
llama,sft,20,E_ood,14,0.05,7,921.0,928.0,7.0,0.008228948885367854,711.8571428571429,717.4285714285714,5.571428571428571,0.004959313550154436
llama,sft,20,E_ood,14,0.1,7,610.4285714285714,616.8571428571429,6.428571428571429,0.01089447896350487,457.2857142857143,461.85714285714283,4.571428571428571,0.0024759875114042725
llama,sft,40,E_general,14,0.01,7,1606.0,1609.7142857142858,3.7142857142857144,0.002861425618741974,1390.142857142857,1393.7142857142858,3.5714285714285716,0.0023155171015791193
llama,sft,40,E_general,14,0.025,7,1277.4285714285713,1281.4285714285713,4.0,0.003722682514579554,1046.857142857143,1050.7142857142858,3.857142857142857,0.003558969181339238
llama,sft,40,E_general,14,0.05,7,986.1428571428571,990.2857142857143,4.142857142857143,0.005267269912373145,772.7142857142857,776.2857142857143,3.5714285714285716,0.003211034994253344
llama,sft,40,E_general,14,0.1,7,675.2857142857143,679.1428571428571,3.857142857142857,0.007198475422754971,514.0,517.2857142857143,3.2857142857142856,0.0037575210990276183
llama,sft,40,E_if,14,0.01,7,1537.0,1543.7142857142858,6.714285714285714,0.004534343205535606,1312.0,1319.857142857143,7.857142857142857,0.006064425980800624
llama,sft,40,E_if,14,0.025,7,1192.857142857143,1200.5714285714287,7.714285714285714,0.006906633392404366,958.7142857142857,966.7142857142857,8.0,0.0075112673225156525
llama,sft,40,E_if,14,0.05,7,894.4285714285714,902.2857142857143,7.857142857142857,0.00928775935521533,683.5714285714286,691.2857142857143,7.714285714285714,0.010349607479659084
llama,sft,40,E_if,14,0.1,7,586.2857142857143,593.1428571428571,6.857142857142857,0.011763090043758648,429.2857142857143,435.7142857142857,6.428571428571429,0.009289347614226383
llama,sft,40,E_math,14,0.01,7,828.5714285714286,835.1428571428571,6.571428571428571,0.008354492369736335,694.7142857142857,701.7142857142857,7.0,0.010646974903306747
llama,sft,40,E_math,14,0.025,7,618.0,624.0,6.0,0.010266694333954706,488.85714285714283,495.14285714285717,6.285714285714286,0.013790631153081327
llama,sft,40,E_math,14,0.05,7,453.85714285714283,459.2857142857143,5.428571428571429,0.012631317966570335,340.42857142857144,345.42857142857144,5.0,0.01693513698354033
llama,sft,40,E_math,14,0.1,7,296.14285714285717,300.42857142857144,4.285714285714286,0.014933988657388278,209.42857142857142,213.14285714285714,3.7142857142857144,0.019328266185782646
llama,sft,40,E_ood,14,0.01,7,1559.5714285714287,1565.7142857142858,6.142857142857143,0.00439759550476139,1337.7142857142858,1343.5714285714287,5.857142857142857,0.003613389574998916
llama,sft,40,E_ood,14,0.025,7,1218.5714285714287,1225.2857142857142,6.714285714285714,0.005609568334897653,986.5714285714286,992.7142857142857,6.142857142857143,0.00436343082959176
llama,sft,40,E_ood,14,0.05,7,921.0,928.0,7.0,0.00817325912855634,711.5714285714286,717.4285714285714,5.857142857142857,0.00615432185490067
llama,sft,40,E_ood,14,0.1,7,610.5714285714286,616.8571428571429,6.285714285714286,0.010505470679385065,457.0,461.85714285714283,4.857142857142857,0.006007456480154054
llama,sft,80,E_general,14,0.01,7,1604.7142857142858,1609.7142857142858,5.0,0.0038450588299849785,1388.4285714285713,1393.7142857142858,5.285714285714286,0.004022846173219642
llama,sft,80,E_general,14,0.025,7,1276.0,1281.4285714285713,5.428571428571429,0.005152742820613556,1045.0,1050.7142857142858,5.714285714285714,0.0058504264841702696
llama,sft,80,E_general,14,0.05,7,984.4285714285714,990.2857142857143,5.857142857142857,0.007056915999669835,771.1428571428571,776.2857142857143,5.142857142857143,0.006410441461012435
llama,sft,80,E_general,14,0.1,7,673.8571428571429,679.1428571428571,5.285714285714286,0.009680161984387623,512.5714285714286,517.2857142857143,4.714285714285714,0.012382439625027247
llama,sft,80,E_if,14,0.01,7,1532.857142857143,1543.7142857142858,10.857142857142858,0.007690473176128136,1306.0,1319.857142857143,13.857142857142858,0.011528604890184174
llama,sft,80,E_if,14,0.025,7,1188.0,1200.5714285714287,12.571428571428571,0.011433286649635185,952.5714285714286,966.7142857142857,14.142857142857142,0.016326069564572818
llama,sft,80,E_if,14,0.05,7,889.4285714285714,902.2857142857143,12.857142857142858,0.01565497027389001,678.2857142857143,691.2857142857143,13.0,0.021990577249874355
llama,sft,80,E_if,14,0.1,7,582.0,593.1428571428571,11.142857142857142,0.020666320361721478,425.2857142857143,435.7142857142857,10.428571428571429,0.02501422484009545
llama,sft,80,E_math,14,0.01,7,825.7142857142857,835.1428571428571,9.428571428571429,0.012075743986354645,690.8571428571429,701.7142857142857,10.857142857142858,0.01719337933569946
llama,sft,80,E_math,14,0.025,7,615.1428571428571,624.0,8.857142857142858,0.01542665800772434,485.57142857142856,495.14285714285717,9.571428571428571,0.02219130889049733
llama,sft,80,E_math,14,0.05,7,451.2857142857143,459.2857142857143,8.0,0.019134445398602172,337.2857142857143,345.42857142857144,8.142857142857142,0.029831230728017022
llama,sft,80,E_math,14,0.1,7,294.14285714285717,300.42857142857144,6.285714285714286,0.02236287778415911,207.14285714285714,213.14285714285714,6.0,0.037724804189101575
llama,sft,80,E_ood,14,0.01,7,1556.4285714285713,1565.7142857142858,9.285714285714286,0.006799361214242557,1333.5714285714287,1343.5714285714287,10.0,0.007521809946123298
llama,sft,80,E_ood,14,0.025,7,1214.857142857143,1225.2857142857142,10.428571428571429,0.009607202569033859,982.2857142857143,992.7142857142857,10.428571428571429,0.010002865345201924
llama,sft,80,E_ood,14,0.05,7,917.4285714285714,928.0,10.571428571428571,0.012852244338607379,707.8571428571429,717.4285714285714,9.571428571428571,0.012174880148970755
llama,sft,80,E_ood,14,0.1,7,607.2857142857143,616.8571428571429,9.571428571428571,0.017074366868292033,453.7142857142857,461.85714285714283,8.142857142857142,0.015090498715585604
